match,bowlingTeam,bowlerName,overs,maiden,runsConceded,wickets,economy,dotBalls,4s_Conceded,6s_Conceded,wides,noBalls,Match_Id,bowling_avg,bowling_sr,bowling_ecn,total_bowl_innings,total_wickets
West Indies Vs Afghanistan,Afghanistan,Rashid Khan,4.0,0,45,0,11.25,5,3,3,1,0,T20I # 2703,12.79,12.43,6.17,8.0,14.0
West Indies Vs Afghanistan,Afghanistan,Naveen-ul-Haq,4.0,0,41,1,10.25,10,4,2,2,0,T20I # 2703,12.31,12.31,6.15,8.0,13.0
West Indies Vs Afghanistan,Afghanistan,Noor Ahmad,4.0,0,20,0,5.0,6,0,0,0,0,T20I # 2703,98.0,102.0,5.76,6.0,1.0
West Indies Vs Afghanistan,Afghanistan,Mohammad Nabi,1.0,0,15,0,15.0,2,0,2,0,0,T20I # 2703,29.33,26.0,6.77,7.0,3.0
West Indies Vs Afghanistan,Afghanistan,Gulbadin Naib,2.0,0,14,2,7.0,4,0,1,0,0,T20I # 2703,6.71,7.71,5.22,4.0,7.0
West Indies Vs Afghanistan,West Indies,Akeal Hosein,4.0,1,21,2,5.25,14,3,0,1,0,T20I # 2703,15.67,16.67,5.64,7.0,9.0
West Indies Vs Afghanistan,West Indies,Andre Russell,2.2,0,17,1,7.28,6,1,1,0,0,T20I # 2703,12.82,11.0,7.16,7.0,11.0
West Indies Vs Afghanistan,West Indies,Alzarri Joseph,3.0,0,30,1,10.0,7,4,1,1,0,T20I # 2703,13.62,11.31,7.28,7.0,13.0
West Indies Vs Afghanistan,West Indies,Gudakesh Motie,4.0,0,28,2,7.0,12,1,2,0,0,T20I # 2703,18.62,15.75,7.1,7.0,8.0
West Indies Vs Afghanistan,West Indies,Obed McCoy,3.0,0,14,3,4.66,9,1,0,0,0,T20I # 2703,16.33,12.33,8.03,3.0,3.0
Papua New Guinea Vs New Zealand,New Zealand,Trent Boult,4.0,0,14,2,3.5,16,2,0,0,0,T20I # 2702,6.56,10.67,3.69,4.0,9.0
Papua New Guinea Vs New Zealand,New Zealand,Tim Southee,4.0,0,11,2,2.75,18,1,0,2,0,T20I # 2702,5.14,10.29,3.0,3.0,7.0
Papua New Guinea Vs New Zealand,New Zealand,Lockie Ferguson,4.0,4,0,3,0.0,24,0,0,0,0,T20I # 2702,9.14,13.71,4.0,4.0,7.0
Papua New Guinea Vs New Zealand,New Zealand,Ish Sodhi,3.4,0,29,2,7.9,9,3,1,1,0,T20I # 2702,14.5,11.0,8.53,1.0,2.0
Papua New Guinea Vs New Zealand,New Zealand,Mitchell Santner,4.0,0,17,1,4.25,14,1,0,1,0,T20I # 2702,19.0,20.5,5.67,4.0,4.0
Papua New Guinea Vs New Zealand,Papua New Guinea,Kabua Morea,2.2,0,4,2,1.71,11,0,0,0,0,T20I # 2702,17.0,16.0,6.54,2.0,2.0
Papua New Guinea Vs New Zealand,Papua New Guinea,Alei Nao,3.0,0,22,0,7.33,9,1,2,0,0,T20I # 2702,18.25,19.5,5.62,4.0,4.0
Papua New Guinea Vs New Zealand,Papua New Guinea,Assad Vala,1.0,0,4,0,4.0,2,0,0,0,0,T20I # 2702,14.0,14.0,6.0,3.0,3.0
Papua New Guinea Vs New Zealand,Papua New Guinea,Charles Amini,1.0,0,5,0,5.0,1,0,0,0,0,T20I # 2702,0.0,0.0,6.56,3.0,0.0
Papua New Guinea Vs New Zealand,Papua New Guinea,Semo Kamea,3.0,0,23,1,7.66,8,4,0,0,0,T20I # 2702,19.5,18.0,6.5,2.0,2.0
Papua New Guinea Vs New Zealand,Papua New Guinea,Chad Soper,1.0,0,14,0,14.0,2,1,1,0,0,T20I # 2702,32.5,30.5,6.44,4.0,2.0
Papua New Guinea Vs New Zealand,Papua New Guinea,Norman Vanua,1.0,0,6,0,6.0,3,1,0,0,0,T20I # 2702,14.33,16.0,5.38,3.0,3.0
Sri Lanka Vs Netherlands,Netherlands,Vivian Kingma,3.0,0,23,1,7.66,9,3,0,3,0,T20I # 2699,26.0,26.0,6.0,4.0,3.0
Sri Lanka Vs Netherlands,Netherlands,Aryan Dutt,3.0,0,23,1,7.66,5,1,1,1,0,T20I # 2699,13.33,14.0,5.71,2.0,3.0
Sri Lanka Vs Netherlands,Netherlands,Logan van Beek,4.0,0,45,2,11.25,8,1,4,2,0,T20I # 2699,18.14,13.14,8.36,4.0,7.0
Sri Lanka Vs Netherlands,Netherlands,Paul van Meekeren,3.0,0,37,1,12.33,4,3,2,2,0,T20I # 2699,16.8,18.0,5.6,4.0,5.0
Sri Lanka Vs Netherlands,Netherlands,Tim Pringle,4.0,0,41,1,10.25,3,3,2,0,0,T20I # 2699,20.2,15.6,7.77,4.0,5.0
Sri Lanka Vs Netherlands,Netherlands,Bas de Leede,3.0,0,32,0,10.66,5,1,2,0,0,T20I # 2699,39.67,27.67,8.81,4.0,3.0
Sri Lanka Vs Netherlands,Sri Lanka,Angelo Mathews,2.0,0,20,0,10.0,7,0,2,1,1,T20I # 2699,0.0,0.0,7.2,2.0,0.0
Sri Lanka Vs Netherlands,Sri Lanka,Nuwan Thushara,3.4,0,24,3,6.54,11,2,1,2,0,T20I # 2699,7.5,8.0,5.77,3.0,8.0
Sri Lanka Vs Netherlands,Sri Lanka,Maheesh Theekshana,3.0,0,25,1,8.33,7,1,2,1,0,T20I # 2699,53.0,48.0,6.62,3.0,1.0
Sri Lanka Vs Netherlands,Sri Lanka,Wanindu Hasaranga,4.0,0,25,2,6.25,10,1,1,0,0,T20I # 2699,13.17,11.33,7.05,3.0,6.0
Sri Lanka Vs Netherlands,Sri Lanka,Dasun Shanaka,1.0,0,10,1,10.0,1,1,0,0,0,T20I # 2699,13.5,15.0,5.4,3.0,2.0
Sri Lanka Vs Netherlands,Sri Lanka,Matheesha Pathirana,3.0,0,12,2,4.0,10,0,0,1,0,T20I # 2699,17.0,20.0,5.1,3.0,3.0
Bangladesh Vs Nepal,Nepal,Sompal Kami,3.0,0,10,2,3.33,12,1,0,0,0,T20I # 2698,11.33,18.0,3.78,3.0,3.0
Bangladesh Vs Nepal,Nepal,Dipendra Singh Airee,3.3,0,22,2,6.28,11,3,0,0,0,T20I # 2698,8.17,9.5,5.27,3.0,6.0
Bangladesh Vs Nepal,Nepal,Rohit Paudel,4.0,0,20,2,5.0,11,2,0,0,0,T20I # 2698,10.0,12.0,5.0,1.0,2.0
Bangladesh Vs Nepal,Nepal,Sandeep Lamichhane,4.0,1,17,2,4.25,15,2,0,1,0,T20I # 2698,17.5,24.0,4.38,2.0,2.0
Bangladesh Vs Nepal,Nepal,Kushal Bhurtel,4.0,0,22,0,5.5,12,1,1,2,0,T20I # 2698,10.25,12.0,5.12,2.0,4.0
Bangladesh Vs Nepal,Nepal,Abinash Bohara,1.0,0,10,0,10.0,3,1,0,2,0,T20I # 2698,58.0,46.0,7.84,3.0,1.0
Bangladesh Vs Nepal,Bangladesh,Tanzim Hasan Sakib,4.0,2,7,4,1.75,21,1,0,1,0,T20I # 2698,13.55,13.09,6.21,7.0,11.0
Bangladesh Vs Nepal,Bangladesh,Taskin Ahmed,4.0,0,29,1,7.25,13,4,1,1,0,T20I # 2698,17.12,16.0,6.46,6.0,8.0
Bangladesh Vs Nepal,Bangladesh,Mustafizur Rahman,4.0,1,7,3,1.75,20,1,0,0,0,T20I # 2698,17.75,19.5,5.46,7.0,8.0
Bangladesh Vs Nepal,Bangladesh,Rishad Hossain,3.0,0,15,0,5.0,13,1,0,1,0,T20I # 2698,13.86,10.71,7.76,7.0,14.0
Bangladesh Vs Nepal,Bangladesh,Shakib Al Hasan,2.2,0,9,2,3.85,7,0,0,0,0,T20I # 2698,43.33,34.67,7.56,6.0,3.0
Bangladesh Vs Nepal,Bangladesh,Mahmudullah,2.0,0,15,0,7.5,6,1,1,0,0,T20I # 2698,50.0,54.0,5.56,5.0,1.0
Ireland Vs Pakistan,Pakistan,Shaheen Shah Afridi,4.0,0,22,3,5.5,16,3,0,1,0,T20I # 2697,21.0,19.2,6.56,4.0,5.0
Ireland Vs Pakistan,Pakistan,Mohammad Amir,4.0,1,11,2,2.75,20,2,0,0,0,T20I # 2697,10.29,13.71,4.5,4.0,7.0
Ireland Vs Pakistan,Pakistan,Haris Rauf,4.0,0,17,1,4.25,16,1,1,0,0,T20I # 2697,14.43,12.86,6.73,4.0,7.0
Ireland Vs Pakistan,Pakistan,Abbas Afridi,3.0,0,31,0,10.33,5,1,2,2,0,T20I # 2697,0.0,0.0,10.33,1.0,0.0
Ireland Vs Pakistan,Pakistan,Shadab Khan,1.0,0,11,0,11.0,3,1,1,0,0,T20I # 2697,0.0,0.0,9.5,2.0,0.0
Ireland Vs Pakistan,Pakistan,Imad Wasim,4.0,0,8,3,2.0,17,0,0,0,0,T20I # 2697,14.67,22.0,4.0,3.0,3.0
Ireland Vs Pakistan,Ireland,Mark Adair,4.0,0,24,1,6.0,14,1,1,1,0,T20I # 2697,24.67,24.0,6.17,3.0,3.0
Ireland Vs Pakistan,Ireland,Josh Little,3.0,0,17,0,5.66,11,3,0,0,0,T20I # 2697,0.0,0.0,8.73,3.0,0.0
Ireland Vs Pakistan,Ireland,Barry McCarthy,4.0,1,15,3,3.75,15,1,0,1,0,T20I # 2697,11.4,12.4,5.59,3.0,5.0
Ireland Vs Pakistan,Ireland,Ben White,2.0,0,11,1,5.5,5,1,0,0,0,T20I # 2697,8.5,9.0,5.67,2.0,2.0
Ireland Vs Pakistan,Ireland,Curtis Campher,4.0,0,24,2,6.0,12,2,1,0,0,T20I # 2697,19.5,21.0,5.57,3.0,2.0
Ireland Vs Pakistan,Ireland,Gareth Delany,1.5,0,19,0,10.36,3,0,2,1,0,T20I # 2697,29.0,23.0,8.29,2.0,1.0
Scotland Vs Australia,Australia,Ashton Agar,4.0,0,39,1,9.75,6,0,3,1,0,T20I # 2689,56.0,48.0,7.0,2.0,1.0
Scotland Vs Australia,Australia,Mitchell Starc,4.0,0,31,0,7.75,10,1,2,1,0,T20I # 2689,30.8,21.6,8.56,5.0,5.0
Scotland Vs Australia,Australia,Nathan Ellis,4.0,0,34,1,8.5,7,2,1,3,0,T20I # 2689,18.5,16.5,6.73,3.0,4.0
Scotland Vs Australia,Australia,Glenn Maxwell,4.0,0,44,2,11.0,8,2,4,1,0,T20I # 2689,34.33,24.0,8.58,5.0,3.0
Scotland Vs Australia,Australia,Adam Zampa,4.0,0,30,1,7.5,8,1,2,0,0,T20I # 2689,14.38,12.92,6.68,7.0,13.0
Scotland Vs Australia,Scotland,Michael Leask,4.0,0,39,0,9.75,8,2,3,0,0,T20I # 2689,76.0,54.0,8.44,3.0,1.0
Scotland Vs Australia,Scotland,Brad Wheal,3.4,1,28,1,7.63,12,4,1,0,0,T20I # 2689,16.0,14.0,7.02,3.0,5.0
Scotland Vs Australia,Scotland,Mark Watt,4.0,0,34,2,8.5,10,6,0,1,0,T20I # 2689,32.67,24.0,8.17,3.0,3.0
Scotland Vs Australia,Scotland,Chris Sole,3.0,0,33,0,11.0,4,3,1,1,0,T20I # 2689,48.5,30.0,9.7,3.0,2.0
Scotland Vs Australia,Scotland,Safyaan Sharif,4.0,0,42,2,10.5,8,2,3,3,0,T20I # 2689,20.5,12.0,10.25,2.0,4.0
Scotland Vs Australia,Scotland,Chris Greaves,1.0,0,4,0,4.0,2,0,0,0,0,T20I # 2689,15.0,15.0,6.0,3.0,2.0
England Vs Namibia,Namibia,David Wiese,2.0,0,6,1,3.0,9,1,0,0,0,T20I # 2688,15.8,12.2,8.14,4.0,5.0
England Vs Namibia,Namibia,Ruben Trumpelmann,2.0,0,31,2,15.5,3,2,3,1,0,T20I # 2688,15.29,10.29,8.92,4.0,7.0
England Vs Namibia,Namibia,Bernard Scholtz,2.0,0,24,1,12.0,4,1,2,0,0,T20I # 2688,21.33,20.0,6.4,3.0,3.0
England Vs Namibia,Namibia,Gerhard Erasmus,2.0,0,26,0,13.0,2,2,1,0,0,T20I # 2688,20.25,16.5,7.36,4.0,4.0
England Vs Namibia,Namibia,Jack Brassell,2.0,0,32,0,16.0,2,3,2,0,0,T20I # 2688,0.0,0.0,19.17,2.0,0.0
England Vs Namibia,England,Reece Topley,2.0,0,6,0,3.0,8,0,0,0,1,T20I # 2688,60.5,54.0,6.72,6.0,2.0
England Vs Namibia,England,Jofra Archer,2.0,0,15,1,7.5,7,1,1,1,0,T20I # 2688,19.0,15.8,7.25,8.0,10.0
England Vs Namibia,England,Sam Curran,2.0,0,13,0,6.5,5,2,0,0,0,T20I # 2688,38.33,24.0,9.58,5.0,3.0
England Vs Namibia,England,Chris Jordan,2.0,0,19,1,9.5,4,0,2,0,0,T20I # 2688,13.4,8.3,9.93,5.0,10.0
England Vs Namibia,England,Adil Rashid,2.0,0,29,0,14.5,3,1,3,1,0,T20I # 2688,18.6,16.8,6.64,8.0,10.0
Uganda Vs New Zealand,New Zealand,Trent Boult,4.0,1,7,2,1.75,20,1,0,0,0,T20I # 2682,6.56,10.67,3.69,4.0,9.0
Uganda Vs New Zealand,New Zealand,Tim Southee,4.0,1,4,3,1.0,20,0,0,0,0,T20I # 2682,5.14,10.29,3.0,3.0,7.0
Uganda Vs New Zealand,New Zealand,Mitchell Santner,3.4,0,8,2,2.18,17,0,0,3,0,T20I # 2682,19.0,20.5,5.67,4.0,4.0
Uganda Vs New Zealand,New Zealand,Lockie Ferguson,4.0,0,9,1,2.25,20,1,0,2,0,T20I # 2682,9.14,13.71,4.0,4.0,7.0
Uganda Vs New Zealand,New Zealand,Rachin Ravindra,3.0,1,9,2,3.0,12,1,0,0,0,T20I # 2682,4.5,9.0,3.0,1.0,2.0
Uganda Vs New Zealand,Uganda,Cosmas Kyewuta,2.0,0,13,0,6.5,6,1,0,2,1,T20I # 2682,19.4,15.8,7.4,4.0,5.0
Uganda Vs New Zealand,Uganda,Juma Miyagi,2.2,0,16,0,6.85,7,3,0,0,0,T20I # 2682,28.0,28.0,6.09,3.0,2.0
Uganda Vs New Zealand,Uganda,Riazat Ali Shah,1.0,0,10,1,10.0,3,1,0,4,0,T20I # 2682,21.0,12.0,10.5,2.0,1.0
South Africa Vs Nepal,Nepal,Sompal Kami,2.0,1,6,0,3.0,10,1,0,1,0,T20I # 2681,11.33,18.0,3.78,3.0,3.0
South Africa Vs Nepal,Nepal,Dipendra Singh Airee,4.0,0,21,3,5.25,9,1,0,1,0,T20I # 2681,8.17,9.5,5.27,3.0,6.0
South Africa Vs Nepal,Nepal,Karan KC,1.0,0,9,0,9.0,3,2,0,0,0,T20I # 2681,0.0,0.0,6.5,2.0,0.0
South Africa Vs Nepal,Nepal,Kushal Malla,2.0,0,17,0,8.5,6,2,1,0,0,T20I # 2681,0.0,0.0,8.5,1.0,0.0
South Africa Vs Nepal,Nepal,Sandeep Lamichhane,4.0,0,18,0,4.5,11,1,0,0,0,T20I # 2681,17.5,24.0,4.38,2.0,2.0
South Africa Vs Nepal,Nepal,Kushal Bhurtel,4.0,0,19,4,4.75,12,0,1,1,0,T20I # 2681,10.25,12.0,5.12,2.0,4.0
South Africa Vs Nepal,Nepal,Abinash Bohara,3.0,0,19,0,6.33,8,3,0,0,0,T20I # 2681,58.0,46.0,7.84,3.0,1.0
South Africa Vs Nepal,South Africa,Marco Jansen,4.0,0,16,0,4.0,16,1,1,0,0,T20I # 2681,30.43,26.71,6.85,9.0,7.0
South Africa Vs Nepal,South Africa,Kagiso Rabada,2.0,0,17,0,8.5,6,2,1,0,0,T20I # 2681,15.0,14.31,6.29,9.0,13.0
South Africa Vs Nepal,South Africa,Ottneil Baartman,4.0,0,20,0,5.0,15,3,0,0,0,T20I # 2681,15.67,19.0,4.95,5.0,6.0
South Africa Vs Nepal,South Africa,Anrich Nortje,4.0,0,27,1,6.75,15,3,1,3,0,T20I # 2681,13.4,14.0,5.74,9.0,15.0
South Africa Vs Nepal,South Africa,Tabraiz Shamsi,4.0,0,19,4,4.75,12,0,1,1,0,T20I # 2681,11.64,9.18,7.76,5.0,11.0
South Africa Vs Nepal,South Africa,Aiden Markram,2.0,0,8,1,4.0,4,0,0,0,0,T20I # 2681,34.5,30.0,6.9,5.0,2.0
Papua New Guinea Vs Afghanistan,Afghanistan,Fazalhaq Farooqi,4.0,0,16,3,4.0,17,1,0,1,0,T20I # 2679,9.41,8.94,6.35,8.0,17.0
Papua New Guinea Vs Afghanistan,Afghanistan,Mohammad Nabi,1.0,0,9,0,9.0,1,1,0,0,0,T20I # 2679,29.33,26.0,6.77,7.0,3.0
Papua New Guinea Vs Afghanistan,Afghanistan,Naveen-ul-Haq,2.5,0,4,2,1.41,14,0,0,1,0,T20I # 2679,12.31,12.31,6.15,8.0,13.0
Papua New Guinea Vs Afghanistan,Afghanistan,Rashid Khan,4.0,0,25,0,6.25,10,1,0,1,0,T20I # 2679,12.79,12.43,6.17,8.0,14.0
Papua New Guinea Vs Afghanistan,Afghanistan,Noor Ahmad,4.0,0,14,1,3.5,15,1,0,1,0,T20I # 2679,98.0,102.0,5.76,6.0,1.0
Papua New Guinea Vs Afghanistan,Afghanistan,Azmatullah Omarzai,2.0,1,5,0,2.5,10,1,0,0,0,T20I # 2679,52.0,33.5,9.72,6.0,2.0
Papua New Guinea Vs Afghanistan,Afghanistan,Karim Janat,2.0,0,10,0,5.0,7,1,0,1,0,T20I # 2679,0.0,0.0,5.0,1.0,0.0
Papua New Guinea Vs Afghanistan,Papua New Guinea,Alei Nao,4.0,0,26,1,6.5,14,0,2,3,0,T20I # 2679,18.25,19.5,5.62,4.0,4.0
Papua New Guinea Vs Afghanistan,Papua New Guinea,Semo Kamea,3.0,0,16,1,5.33,10,2,0,2,0,T20I # 2679,19.5,18.0,6.5,2.0,2.0
Papua New Guinea Vs Afghanistan,Papua New Guinea,Chad Soper,2.1,0,19,0,8.76,5,1,1,0,0,T20I # 2679,32.5,30.5,6.44,4.0,2.0
Papua New Guinea Vs Afghanistan,Papua New Guinea,Norman Vanua,3.0,0,18,1,6.0,7,2,0,0,0,T20I # 2679,14.33,16.0,5.38,3.0,3.0
Papua New Guinea Vs Afghanistan,Papua New Guinea,John Kariko,3.0,0,15,0,5.0,9,2,0,0,0,T20I # 2679,50.0,66.0,4.55,3.0,1.0
Oman Vs England,England,Reece Topley,3.0,0,12,0,4.0,11,0,1,0,0,T20I # 2678,60.5,54.0,6.72,6.0,2.0
Oman Vs England,England,Jofra Archer,3.2,1,12,3,3.6,15,2,0,1,0,T20I # 2678,19.0,15.8,7.25,8.0,10.0
Oman Vs England,England,Mark Wood,3.0,0,12,3,4.0,10,1,0,0,0,T20I # 2678,37.67,26.0,8.69,5.0,3.0
Oman Vs England,England,Adil Rashid,4.0,0,11,4,2.75,20,1,0,3,0,T20I # 2678,18.6,16.8,6.64,8.0,10.0
Oman Vs England,Oman,Bilal Khan,2.0,0,36,1,18.0,3,4,3,0,0,T20I # 2678,27.25,18.25,9.01,4.0,4.0
Oman Vs England,Oman,Kaleemullah,1.0,0,10,1,10.0,4,2,0,0,1,T20I # 2678,33.5,24.0,8.38,4.0,2.0
Oman Vs England,Oman,Fayyaz Butt,0.1,0,4,0,24.0,0,1,0,0,0,T20I # 2678,0.0,0.0,40.0,1.0,0.0
Bangladesh Vs Netherlands,Netherlands,Vivian Kingma,2.0,0,20,0,10.0,6,2,1,1,0,T20I # 2677,26.0,26.0,6.0,4.0,3.0
Bangladesh Vs Netherlands,Netherlands,Aryan Dutt,4.0,0,17,2,4.25,12,1,0,1,0,T20I # 2677,13.33,14.0,5.71,2.0,3.0
Bangladesh Vs Netherlands,Netherlands,Paul van Meekeren,4.0,0,15,2,3.75,13,1,0,0,0,T20I # 2677,16.8,18.0,5.6,4.0,5.0
Bangladesh Vs Netherlands,Netherlands,Logan van Beek,4.0,0,43,0,10.75,9,7,1,1,0,T20I # 2677,18.14,13.14,8.36,4.0,7.0
Bangladesh Vs Netherlands,Netherlands,Bas de Leede,3.0,0,31,0,10.33,5,5,0,0,0,T20I # 2677,39.67,27.67,8.81,4.0,3.0
Bangladesh Vs Netherlands,Netherlands,Tim Pringle,3.0,0,26,1,8.66,6,3,1,0,0,T20I # 2677,20.2,15.6,7.77,4.0,5.0
Bangladesh Vs Netherlands,Bangladesh,Mustafizur Rahman,4.0,0,12,1,3.0,17,1,0,1,0,T20I # 2677,17.75,19.5,5.46,7.0,8.0
Bangladesh Vs Netherlands,Bangladesh,Tanzim Hasan Sakib,3.0,0,23,1,7.66,9,4,0,0,0,T20I # 2677,13.55,13.09,6.21,7.0,11.0
Bangladesh Vs Netherlands,Bangladesh,Taskin Ahmed,4.0,0,30,2,7.5,13,3,2,0,0,T20I # 2677,17.12,16.0,6.46,6.0,8.0
Bangladesh Vs Netherlands,Bangladesh,Shakib Al Hasan,4.0,0,29,0,7.25,10,1,2,0,0,T20I # 2677,43.33,34.67,7.56,6.0,3.0
Bangladesh Vs Netherlands,Bangladesh,Rishad Hossain,4.0,0,33,3,8.25,11,2,2,0,0,T20I # 2677,13.86,10.71,7.76,7.0,14.0
Bangladesh Vs Netherlands,Bangladesh,Mahmudullah,1.0,0,6,1,6.0,3,1,0,0,0,T20I # 2677,50.0,54.0,5.56,5.0,1.0
West Indies Vs New Zealand,New Zealand,Trent Boult,4.0,1,16,3,4.0,15,2,0,0,0,T20I # 2672,6.56,10.67,3.69,4.0,9.0
West Indies Vs New Zealand,New Zealand,Tim Southee,4.0,0,21,2,5.25,14,2,1,0,0,T20I # 2672,5.14,10.29,3.0,3.0,7.0
West Indies Vs New Zealand,New Zealand,Lockie Ferguson,4.0,0,27,2,6.75,11,2,1,2,0,T20I # 2672,9.14,13.71,4.0,4.0,7.0
West Indies Vs New Zealand,New Zealand,James Neesham,4.0,0,27,1,6.75,9,0,2,1,0,T20I # 2672,27.0,24.0,6.75,1.0,1.0
West Indies Vs New Zealand,New Zealand,Glenn Phillips,1.0,0,9,0,9.0,2,0,1,0,0,T20I # 2672,0.0,0.0,9.0,1.0,0.0
West Indies Vs New Zealand,New Zealand,Mitchell Santner,2.0,0,27,1,13.5,4,2,2,0,0,T20I # 2672,19.0,20.5,5.67,4.0,4.0
West Indies Vs New Zealand,New Zealand,Daryl Mitchell,1.0,0,19,0,19.0,2,0,3,0,0,T20I # 2672,0.0,0.0,17.5,2.0,0.0
West Indies Vs New Zealand,West Indies,Akeal Hosein,4.0,0,21,1,5.25,11,1,1,0,0,T20I # 2672,15.67,16.67,5.64,7.0,9.0
West Indies Vs New Zealand,West Indies,Romario Shepherd,3.0,0,36,0,12.0,7,1,4,2,0,T20I # 2672,54.5,30.0,10.9,4.0,2.0
West Indies Vs New Zealand,West Indies,Andre Russell,4.0,0,30,1,7.5,11,2,2,0,0,T20I # 2672,12.82,11.0,7.16,7.0,11.0
West Indies Vs New Zealand,West Indies,Alzarri Joseph,4.0,0,19,4,4.75,13,2,0,0,0,T20I # 2672,13.62,11.31,7.28,7.0,13.0
West Indies Vs New Zealand,West Indies,Gudakesh Motie,4.0,0,25,3,6.25,11,1,1,0,0,T20I # 2672,18.62,15.75,7.1,7.0,8.0
West Indies Vs New Zealand,West Indies,Roston Chase,1.0,0,4,0,4.0,3,0,0,1,0,T20I # 2672,11.43,12.86,5.33,5.0,7.0
United States of America Vs India,India,Arshdeep Singh,4.0,0,9,4,2.25,17,0,0,1,0,T20I # 2671,12.65,10.59,7.17,8.0,17.0
United States of America Vs India,India,Mohammed Siraj,4.0,0,25,0,6.25,11,1,1,0,0,T20I # 2671,57.0,66.0,5.18,3.0,1.0
United States of America Vs India,India,Jasprit Bumrah,4.0,0,25,0,6.25,14,1,1,1,0,T20I # 2671,8.27,11.87,4.22,8.0,15.0
United States of America Vs India,India,Hardik Pandya,4.0,1,14,2,3.5,19,1,1,0,0,T20I # 2671,17.36,13.64,7.64,8.0,11.0
United States of America Vs India,India,Shivam Dube,1.0,0,11,0,11.0,3,1,1,0,0,T20I # 2671,0.0,0.0,11.0,1.0,0.0
United States of America Vs India,India,Axar Patel,3.0,0,25,1,8.33,5,0,2,1,0,T20I # 2671,19.22,14.67,7.86,8.0,9.0
United States of America Vs India,United States of America,Saurabh Netravalkar,4.0,0,18,2,4.5,13,0,1,0,0,T20I # 2671,20.83,18.83,6.76,6.0,6.0
United States of America Vs India,United States of America,Ali Khan,3.2,0,21,1,6.3,8,2,0,1,0,T20I # 2671,60.33,38.67,9.43,6.0,3.0
United States of America Vs India,United States of America,Jasdeep Singh,4.0,0,24,0,6.0,11,1,1,0,1,T20I # 2671,121.0,72.0,10.08,4.0,1.0
United States of America Vs India,United States of America,Shadley van Schalkwyk,4.0,0,25,0,6.25,8,1,1,0,0,T20I # 2671,0.0,0.0,9.9,4.0,0.0
United States of America Vs India,United States of America,Corey Anderson,3.0,0,17,0,5.66,8,0,1,1,0,T20I # 2671,69.0,48.0,8.62,4.0,1.0
Namibia Vs Australia,Australia,Josh Hazlewood,4.0,0,18,2,4.5,16,2,0,1,0,T20I # 2666,36.25,36.0,6.04,6.0,4.0
Namibia Vs Australia,Australia,Marcus Stoinis,3.0,0,9,2,3.0,14,1,0,2,0,T20I # 2666,15.1,10.2,8.88,6.0,10.0
Namibia Vs Australia,Australia,Pat Cummins,3.0,1,16,1,5.33,11,1,1,0,0,T20I # 2666,16.0,12.67,7.58,5.0,9.0
Namibia Vs Australia,Australia,Adam Zampa,4.0,0,12,4,3.0,17,0,1,0,0,T20I # 2666,14.38,12.92,6.68,7.0,13.0
Namibia Vs Australia,Australia,Nathan Ellis,3.0,1,12,1,4.0,13,2,0,0,0,T20I # 2666,18.5,16.5,6.73,3.0,4.0
Namibia Vs Australia,Namibia,Ruben Trumpelmann,2.0,0,19,0,9.5,5,4,0,0,0,T20I # 2666,15.29,10.29,8.92,4.0,7.0
Namibia Vs Australia,Namibia,David Wiese,1.0,0,15,1,15.0,3,2,1,1,0,T20I # 2666,15.8,12.2,8.14,4.0,5.0
Namibia Vs Australia,Namibia,Ben Shikongo,1.0,0,19,0,19.0,1,3,1,0,0,T20I # 2666,0.0,0.0,19.0,1.0,0.0
Namibia Vs Australia,Namibia,Gerhard Erasmus,1.0,0,6,0,6.0,5,0,1,0,0,T20I # 2666,20.25,16.5,7.36,4.0,4.0
Namibia Vs Australia,Namibia,Jack Brassell,0.4,0,14,0,21.0,1,2,1,0,0,T20I # 2666,0.0,0.0,19.17,2.0,0.0
Canada Vs Pakistan,Pakistan,Shaheen Shah Afridi,4.0,0,21,1,5.25,16,2,1,1,0,T20I # 2665,21.0,19.2,6.56,4.0,5.0
Canada Vs Pakistan,Pakistan,Naseem Shah,4.0,0,24,1,6.0,13,2,1,1,0,T20I # 2665,14.2,14.4,5.92,3.0,5.0
Canada Vs Pakistan,Pakistan,Mohammad Amir,4.0,0,13,2,3.25,17,2,0,0,0,T20I # 2665,10.29,13.71,4.5,4.0,7.0
Canada Vs Pakistan,Pakistan,Haris Rauf,4.0,0,26,2,6.5,14,1,1,3,0,T20I # 2665,14.43,12.86,6.73,4.0,7.0
Canada Vs Pakistan,Pakistan,Imad Wasim,4.0,0,19,0,4.75,16,0,2,1,0,T20I # 2665,14.67,22.0,4.0,3.0,3.0
Canada Vs Pakistan,Canada,Kaleem Sana,3.0,0,21,0,7.0,8,1,0,1,0,T20I # 2665,93.0,66.0,8.45,3.0,1.0
Canada Vs Pakistan,Canada,Jeremy Gordon,3.3,0,17,1,4.85,11,1,0,1,0,T20I # 2665,25.67,21.0,7.48,3.0,3.0
Canada Vs Pakistan,Canada,Dilon Heyliger,4.0,0,18,2,4.5,10,0,0,1,0,T20I # 2665,11.0,13.2,5.0,3.0,5.0
Canada Vs Pakistan,Canada,Saad Bin Zafar,4.0,0,23,0,5.75,7,1,0,1,0,T20I # 2665,87.0,72.0,7.25,3.0,1.0
