match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,Match_Id,batting_avg,batting_sr,runs % by boundary,avg_balls_faced,majorityPosition,total_bat_innings,total_runs
Bangladesh Vs Australia,Australia,3,Mitchell Marsh,1,6,0,0,16.66,out,T20I # 2711,20.83,116.82,65.6,15.0,3,7,125
Bangladesh Vs Australia,Australia,4,Glenn Maxwell,14,6,1,1,233.33,not out,T20I # 2711,26.4,141.94,68.18,16.0,4,6,132
India Vs Afghanistan,India,1,Rohit Sharma,8,13,1,0,61.53,out,T20I # 2710,36.71,156.71,72.37,20.0,1,8,257
India Vs Afghanistan,India,2,Virat Kohli,24,24,0,1,100.0,out,T20I # 2710,18.88,112.69,49.01,17.0,2,8,151
India Vs Afghanistan,India,3,Rishabh Pant,20,11,4,0,181.81,out,T20I # 2710,24.43,127.61,65.5,17.0,3,8,171
India Vs Afghanistan,India,4,Suryakumar Yadav,53,28,5,3,189.28,out,T20I # 2710,28.43,135.37,60.3,18.0,4,8,199
India Vs Afghanistan,India,5,Shivam Dube,10,7,0,1,142.85,out,T20I # 2710,22.17,114.66,49.62,14.0,5,8,133
India Vs Afghanistan,India,6,Hardik Pandya,32,24,3,2,133.33,out,T20I # 2710,48.0,151.58,68.06,16.0,6,6,144
India Vs Afghanistan,India,7,Ravindra Jadeja,7,5,1,0,140.0,out,T20I # 2710,11.67,159.09,51.43,4.0,8,5,35
India Vs Afghanistan,India,8,Axar Patel,12,6,2,0,200.0,out,T20I # 2710,23.0,139.39,60.87,13.0,8,5,92
India Vs Afghanistan,India,9,Arshdeep Singh,2,2,0,0,100.0,not out,T20I # 2710,12.0,75.0,33.33,5.0,9,3,12
India Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz,11,8,1,1,137.5,out,T20I # 2710,35.12,124.34,59.79,28.0,1,8,281
India Vs Afghanistan,Afghanistan,2,Hazratullah Zazai,2,4,0,0,50.0,out,T20I # 2710,2.0,50.0,0.0,4.0,2,1,2
India Vs Afghanistan,Afghanistan,3,Ibrahim Zadran,8,11,1,0,72.72,out,T20I # 2710,28.88,107.44,53.68,27.0,2,8,231
India Vs Afghanistan,Afghanistan,4,Gulbadin Naib,17,21,1,1,80.95,out,T20I # 2710,12.86,104.65,60.0,11.0,3,8,90
India Vs Afghanistan,Afghanistan,5,Azmatullah Omarzai,26,20,2,1,130.0,out,T20I # 2710,13.88,108.82,46.85,13.0,4,8,111
India Vs Afghanistan,Afghanistan,6,Najibullah Zadran,19,17,0,2,111.76,out,T20I # 2710,7.33,95.65,54.55,6.0,5,4,22
India Vs Afghanistan,Afghanistan,7,Mohammad Nabi,14,14,0,1,100.0,out,T20I # 2710,11.2,80.0,32.14,9.0,5,8,56
India Vs Afghanistan,Afghanistan,8,Rashid Khan,2,6,0,0,33.33,out,T20I # 2710,11.4,123.91,77.19,7.0,8,7,57
India Vs Afghanistan,Afghanistan,9,Noor Ahmad,12,18,1,1,66.66,out,T20I # 2710,4.67,58.33,71.43,8.0,9,3,14
India Vs Afghanistan,Afghanistan,10,Naveen-ul-Haq,0,1,0,0,0.0,out,T20I # 2710,2.0,40.0,66.67,5.0,10,3,6
India Vs Afghanistan,Afghanistan,11,Fazalhaq Farooqi,4,1,1,0,400.0,not out,T20I # 2710,6.0,120.0,66.67,2.0,11,3,6
West Indies Vs England,West Indies,1,Brandon King,23,13,3,1,176.92,not out,T20I # 2709,21.5,126.47,74.42,14.0,1,5,86
West Indies Vs England,West Indies,2,Johnson Charles,38,34,4,1,111.76,out,T20I # 2709,23.33,113.82,64.29,20.0,2,6,140
West Indies Vs England,West Indies,3,Nicholas Pooran,36,32,4,1,112.5,out,T20I # 2709,38.0,146.15,71.05,22.0,3,7,228
West Indies Vs England,West Indies,4,Rovman Powell,36,17,0,5,211.76,out,T20I # 2709,17.0,143.66,62.75,12.0,5,6,102
West Indies Vs England,West Indies,5,Andre Russell,1,2,0,0,50.0,out,T20I # 2709,26.0,165.96,71.79,8.0,6,6,78
West Indies Vs England,West Indies,6,Sherfane Rutherford,28,15,1,2,186.66,not out,T20I # 2709,40.33,147.56,61.16,14.0,6,6,121
West Indies Vs England,West Indies,7,Romario Shepherd,5,7,1,0,71.42,not out,T20I # 2709,23.0,92.0,43.48,8.0,7,3,23
West Indies Vs England,England,1,Phil Salt,87,47,7,5,185.1,not out,T20I # 2709,37.6,159.32,65.96,17.0,1,7,188
West Indies Vs England,England,2,Jos Buttler,25,22,2,0,113.63,out,T20I # 2709,42.8,158.52,69.16,19.0,2,7,214
West Indies Vs England,England,3,Moeen Ali,13,10,2,0,130.0,out,T20I # 2709,14.2,139.22,53.52,10.0,3,5,71
West Indies Vs England,England,4,Jonny Bairstow,48,26,5,2,184.61,not out,T20I # 2709,27.5,134.15,61.82,14.0,4,6,110
South Africa Vs United States of America,South Africa,1,Quinton de Kock,74,40,7,5,185.0,out,T20I # 2708,27.0,140.46,66.67,19.0,1,9,243
South Africa Vs United States of America,South Africa,2,Reeza Hendricks,11,11,0,1,100.0,out,T20I # 2708,14.12,87.6,54.87,14.0,2,9,113
South Africa Vs United States of America,South Africa,3,Aiden Markram,46,32,4,1,143.75,out,T20I # 2708,15.38,100.82,55.28,14.0,3,9,123
South Africa Vs United States of America,South Africa,4,David Miller,0,1,0,0,0.0,out,T20I # 2708,28.17,102.42,52.07,21.0,6,8,169
South Africa Vs United States of America,South Africa,5,Heinrich Klaasen,36,22,0,3,163.63,not out,T20I # 2708,31.67,126.67,60.0,19.0,5,8,190
South Africa Vs United States of America,South Africa,6,Tristan Stubbs,20,16,2,0,125.0,not out,T20I # 2708,33.0,101.23,42.42,20.0,4,8,165
South Africa Vs United States of America,United States of America,1,Steven Taylor,24,14,4,1,171.42,out,T20I # 2708,12.33,90.24,62.16,14.0,1,6,74
South Africa Vs United States of America,United States of America,2,Andries Gous,80,47,5,5,170.21,not out,T20I # 2708,43.8,151.03,66.67,24.0,2,6,219
South Africa Vs United States of America,United States of America,3,Nitish Kumar,8,6,0,1,133.33,out,T20I # 2708,24.75,115.12,48.48,17.0,3,5,99
South Africa Vs United States of America,United States of America,4,Aaron Jones,0,5,0,0,0.0,out,T20I # 2708,40.5,135.0,71.6,20.0,4,6,162
South Africa Vs United States of America,United States of America,5,Corey Anderson,12,12,0,1,100.0,out,T20I # 2708,16.5,91.67,33.33,14.0,5,5,66
South Africa Vs United States of America,United States of America,6,Shayan Jahangir,3,9,0,0,33.33,out,T20I # 2708,1.5,30.0,0.0,5.0,1,2,3
South Africa Vs United States of America,United States of America,7,Harmeet Singh,38,22,2,3,172.72,out,T20I # 2708,17.25,138.0,66.67,12.0,7,4,69
South Africa Vs United States of America,United States of America,8,Jasdeep Singh,2,6,0,0,33.33,not out,T20I # 2708,4.0,30.77,0.0,6.0,8,2,4
West Indies Vs Afghanistan,West Indies,1,Brandon King,7,6,1,0,116.66,out,T20I # 2703,21.5,126.47,74.42,14.0,1,5,86
West Indies Vs Afghanistan,West Indies,2,Johnson Charles,43,27,8,0,159.25,out,T20I # 2703,23.33,113.82,64.29,20.0,2,6,140
West Indies Vs Afghanistan,West Indies,3,Nicholas Pooran,98,53,6,8,184.9,out,T20I # 2703,38.0,146.15,71.05,22.0,3,7,228
West Indies Vs Afghanistan,West Indies,4,Shai Hope,25,17,0,2,147.05,out,T20I # 2703,53.5,187.72,71.03,19.0,1,3,107
West Indies Vs Afghanistan,West Indies,5,Rovman Powell,26,15,1,2,173.33,out,T20I # 2703,17.0,143.66,62.75,12.0,5,6,102
West Indies Vs Afghanistan,West Indies,6,Andre Russell,3,3,0,0,100.0,not out,T20I # 2703,26.0,165.96,71.79,8.0,6,6,78
West Indies Vs Afghanistan,West Indies,7,Sherfane Rutherford,1,1,0,0,100.0,not out,T20I # 2703,40.33,147.56,61.16,14.0,6,6,121
West Indies Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz,0,3,0,0,0.0,out,T20I # 2703,35.12,124.34,59.79,28.0,1,8,281
West Indies Vs Afghanistan,Afghanistan,2,Ibrahim Zadran,38,28,5,1,135.71,out,T20I # 2703,28.88,107.44,53.68,27.0,2,8,231
West Indies Vs Afghanistan,Afghanistan,3,Gulbadin Naib,7,10,1,0,70.0,out,T20I # 2703,12.86,104.65,60.0,11.0,3,8,90
West Indies Vs Afghanistan,Afghanistan,4,Azmatullah Omarzai,23,19,1,1,121.05,out,T20I # 2703,13.88,108.82,46.85,13.0,4,8,111
West Indies Vs Afghanistan,Afghanistan,5,Najibullah Zadran,0,2,0,0,0.0,out,T20I # 2703,7.33,95.65,54.55,6.0,5,4,22
West Indies Vs Afghanistan,Afghanistan,6,Mohammad Nabi,1,4,0,0,25.0,out,T20I # 2703,11.2,80.0,32.14,9.0,5,8,56
West Indies Vs Afghanistan,Afghanistan,7,Karim Janat,14,9,0,1,155.55,out,T20I # 2703,14.33,113.16,46.51,8.0,6,5,43
West Indies Vs Afghanistan,Afghanistan,8,Rashid Khan,18,11,2,1,163.63,out,T20I # 2703,11.4,123.91,77.19,7.0,8,7,57
West Indies Vs Afghanistan,Afghanistan,9,Noor Ahmad,2,4,0,0,50.0,out,T20I # 2703,4.67,58.33,71.43,8.0,9,3,14
West Indies Vs Afghanistan,Afghanistan,10,Naveen-ul-Haq,4,6,1,0,66.66,out,T20I # 2703,2.0,40.0,66.67,5.0,10,3,6
West Indies Vs Afghanistan,Afghanistan,11,Fazalhaq Farooqi,0,2,0,0,0.0,not out,T20I # 2703,6.0,120.0,66.67,2.0,11,3,6
Papua New Guinea Vs New Zealand,Papua New Guinea,1,Tony Ura,1,2,0,0,50.0,out,T20I # 2702,4.0,51.61,25.0,8.0,1,4,16
Papua New Guinea Vs New Zealand,Papua New Guinea,2,Assad Vala,6,16,1,0,37.5,out,T20I # 2702,7.5,71.43,60.0,10.0,2,4,30
Papua New Guinea Vs New Zealand,Papua New Guinea,3,Charles Amini,17,25,2,0,68.0,out,T20I # 2702,11.33,64.15,23.53,18.0,6,3,34
Papua New Guinea Vs New Zealand,Papua New Guinea,4,Sese Bau,12,27,1,0,44.44,out,T20I # 2702,16.75,83.75,56.72,20.0,4,4,67
Papua New Guinea Vs New Zealand,Papua New Guinea,5,Hiri Hiri,7,11,1,0,63.63,out,T20I # 2702,6.25,64.1,48.0,10.0,5,4,25
Papua New Guinea Vs New Zealand,Papua New Guinea,6,Chad Soper,1,6,0,0,16.66,out,T20I # 2702,6.0,46.15,16.67,13.0,6,4,24
Papua New Guinea Vs New Zealand,Papua New Guinea,7,Kiplin Doriga,5,7,1,0,71.42,out,T20I # 2702,23.67,92.21,42.25,19.0,7,4,71
Papua New Guinea Vs New Zealand,Papua New Guinea,8,Norman Vanua,14,13,1,1,107.69,out,T20I # 2702,6.33,63.33,52.63,10.0,8,3,19
Papua New Guinea Vs New Zealand,Papua New Guinea,9,Alei Nao,3,7,0,0,42.85,out,T20I # 2702,5.25,65.62,38.1,8.0,9,4,21
Papua New Guinea Vs New Zealand,Papua New Guinea,10,Kabua Morea,0,3,0,0,0.0,out,T20I # 2702,2.0,40.0,0.0,2.0,10,2,2
Papua New Guinea Vs New Zealand,Papua New Guinea,11,Semo Kamea,1,1,0,0,100.0,not out,T20I # 2702,3.0,75.0,0.0,2.0,11,2,3
Papua New Guinea Vs New Zealand,New Zealand,1,Finn Allen,0,2,0,0,0.0,out,T20I # 2702,8.75,81.4,62.86,11.0,1,4,35
Papua New Guinea Vs New Zealand,New Zealand,2,Devon Conway,35,32,2,3,109.37,out,T20I # 2702,23.33,107.69,65.71,16.0,2,4,70
Papua New Guinea Vs New Zealand,New Zealand,3,Rachin Ravindra,6,11,0,0,54.54,out,T20I # 2702,8.5,68.0,0.0,8.0,3,3,17
Papua New Guinea Vs New Zealand,New Zealand,4,Kane Williamson,18,17,2,0,105.88,not out,T20I # 2702,14.0,87.5,42.86,11.0,4,3,28
Papua New Guinea Vs New Zealand,New Zealand,5,Daryl Mitchell,19,12,3,0,158.33,not out,T20I # 2702,18.0,120.0,55.56,10.0,5,3,36
Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka,0,2,0,0,0.0,out,T20I # 2699,16.67,131.58,68.0,13.0,1,3,50
Sri Lanka Vs Netherlands,Sri Lanka,2,Kusal Mendis,46,29,5,0,158.62,out,T20I # 2699,25.0,111.94,42.67,22.0,2,3,75
Sri Lanka Vs Netherlands,Sri Lanka,3,Kamindu Mendis,17,20,1,1,85.0,out,T20I # 2699,10.67,80.0,56.25,13.0,3,3,32
Sri Lanka Vs Netherlands,Sri Lanka,4,Dhananjaya de Silva,34,26,3,1,130.76,out,T20I # 2699,27.5,105.77,40.0,26.0,4,2,55
Sri Lanka Vs Netherlands,Sri Lanka,5,Charith Asalanka,46,21,1,5,219.04,out,T20I # 2699,23.67,139.22,56.34,17.0,5,3,71
Sri Lanka Vs Netherlands,Sri Lanka,6,Angelo Mathews,30,15,1,2,200.0,not out,T20I # 2699,31.0,124.0,51.61,17.0,7,3,62
Sri Lanka Vs Netherlands,Sri Lanka,7,Dasun Shanaka,0,1,0,0,0.0,out,T20I # 2699,4.0,66.67,50.0,6.0,8,3,12
Sri Lanka Vs Netherlands,Sri Lanka,8,Wanindu Hasaranga,20,6,1,2,333.33,not out,T20I # 2699,10.0,222.22,80.0,3.0,8,3,20
Sri Lanka Vs Netherlands,Netherlands,1,Michael Levitt,31,23,2,3,134.78,out,T20I # 2699,12.5,111.11,80.0,11.0,1,4,50
Sri Lanka Vs Netherlands,Netherlands,2,Max O'Dowd,11,8,0,1,137.5,out,T20I # 2699,26.33,101.28,50.63,20.0,2,4,79
Sri Lanka Vs Netherlands,Netherlands,3,Vikramjit Singh,7,10,0,0,70.0,out,T20I # 2699,16.75,94.37,56.72,18.0,3,4,67
Sri Lanka Vs Netherlands,Netherlands,4,Sybrand Engelbrecht,11,9,0,1,122.22,out,T20I # 2699,24.5,106.52,42.86,23.0,4,4,98
Sri Lanka Vs Netherlands,Netherlands,5,Scott Edwards,31,24,2,1,129.16,out,T20I # 2699,17.75,110.94,45.07,16.0,5,4,71
Sri Lanka Vs Netherlands,Netherlands,6,Bas de Leede,3,5,0,0,60.0,out,T20I # 2699,6.67,60.61,20.0,8.0,6,4,20
Sri Lanka Vs Netherlands,Netherlands,7,Logan van Beek,0,1,0,0,0.0,out,T20I # 2699,8.33,96.15,48.0,9.0,7,3,25
Sri Lanka Vs Netherlands,Netherlands,8,Tim Pringle,2,4,0,0,50.0,out,T20I # 2699,1.0,18.75,0.0,5.0,8,3,3
Sri Lanka Vs Netherlands,Netherlands,9,Aryan Dutt,10,8,1,0,125.0,out,T20I # 2699,25.0,125.0,56.0,10.0,9,2,25
Sri Lanka Vs Netherlands,Netherlands,10,Paul van Meekeren,3,8,0,0,37.5,out,T20I # 2699,4.0,44.44,0.0,4.0,10,2,4
Sri Lanka Vs Netherlands,Netherlands,11,Vivian Kingma,1,1,0,0,100.0,not out,T20I # 2699,1.0,100.0,0.0,1.0,11,1,1
Bangladesh Vs Nepal,Bangladesh,1,Tanzid Hasan,0,1,0,0,0.0,out,T20I # 2698,10.86,96.2,65.79,11.0,1,7,76
Bangladesh Vs Nepal,Bangladesh,2,Litton Das,10,12,1,0,83.33,out,T20I # 2698,23.17,93.29,47.48,21.0,3,7,139
Bangladesh Vs Nepal,Bangladesh,3,Najmul Hossain Shanto,4,5,0,0,80.0,out,T20I # 2698,16.0,95.73,51.79,17.0,3,7,112
Bangladesh Vs Nepal,Bangladesh,4,Shakib Al Hasan,17,22,2,0,77.27,out,T20I # 2698,18.5,106.73,48.65,15.0,4,7,111
Bangladesh Vs Nepal,Bangladesh,5,Towhid Hridoy,9,7,2,0,128.57,out,T20I # 2698,21.86,128.57,54.9,17.0,5,7,153
Bangladesh Vs Nepal,Bangladesh,6,Mahmudullah,13,13,2,0,100.0,out,T20I # 2698,15.83,94.06,52.63,14.0,6,7,95
Bangladesh Vs Nepal,Bangladesh,7,Jaker Ali,12,26,0,0,46.15,out,T20I # 2698,11.67,76.09,34.29,12.0,7,4,35
Bangladesh Vs Nepal,Bangladesh,8,Tanzim Hasan Sakib,3,5,0,0,60.0,out,T20I # 2698,6.0,52.17,0.0,5.0,10,5,12
Bangladesh Vs Nepal,Bangladesh,9,Rishad Hossain,13,7,1,1,185.71,out,T20I # 2698,8.0,153.85,80.0,4.0,8,6,40
Bangladesh Vs Nepal,Bangladesh,10,Taskin Ahmed,12,15,2,0,80.0,not out,T20I # 2698,14.0,84.85,42.86,7.0,9,5,28
Bangladesh Vs Nepal,Bangladesh,11,Mustafizur Rahman,3,4,0,0,75.0,out,T20I # 2698,1.5,60.0,0.0,2.0,11,2,3
Bangladesh Vs Nepal,Nepal,1,Kushal Bhurtel,4,8,1,0,50.0,out,T20I # 2698,8.0,61.54,75.0,13.0,1,3,24
Bangladesh Vs Nepal,Nepal,2,Aasif Sheikh,17,14,4,0,121.42,out,T20I # 2698,21.0,88.73,66.67,24.0,2,3,63
Bangladesh Vs Nepal,Nepal,3,Anil Sah,0,2,0,0,0.0,out,T20I # 2698,12.67,100.0,68.42,13.0,3,3,38
Bangladesh Vs Nepal,Nepal,4,Rohit Paudel,1,6,0,0,16.66,out,T20I # 2698,12.0,80.0,55.56,15.0,4,3,36
Bangladesh Vs Nepal,Nepal,5,Sundeep Jora,1,8,0,0,12.5,out,T20I # 2698,1.0,12.5,0.0,8.0,5,1,1
Bangladesh Vs Nepal,Nepal,6,Kushal Malla,27,40,1,1,67.5,out,T20I # 2698,12.33,71.15,37.84,17.0,6,3,37
Bangladesh Vs Nepal,Nepal,7,Dipendra Singh Airee,25,31,2,1,80.64,out,T20I # 2698,10.67,66.67,43.75,16.0,7,3,32
Bangladesh Vs Nepal,Nepal,8,Gulsan Jha,0,4,0,0,0.0,out,T20I # 2698,6.67,80.0,50.0,8.0,8,3,20
Bangladesh Vs Nepal,Nepal,9,Sompal Kami,0,2,0,0,0.0,out,T20I # 2698,4.0,72.73,75.0,4.0,9,3,8
Bangladesh Vs Nepal,Nepal,10,Sandeep Lamichhane,0,0,0,0,,not out,T20I # 2698,0.0,,0.0,0.0,10,1,0
Bangladesh Vs Nepal,Nepal,11,Abinash Bohara,0,1,0,0,0.0,out,T20I # 2698,0.0,0.0,0.0,1.0,11,2,0
Ireland Vs Pakistan,Ireland,1,Andy Balbirnie,0,3,0,0,0.0,out,T20I # 2697,7.33,68.75,36.36,11.0,1,3,22
Ireland Vs Pakistan,Ireland,2,Paul Stirling,1,2,0,0,50.0,out,T20I # 2697,4.0,48.0,33.33,8.0,2,3,12
Ireland Vs Pakistan,Ireland,3,Lorcan Tucker,2,2,0,0,100.0,out,T20I # 2697,7.33,73.33,36.36,10.0,3,3,22
Ireland Vs Pakistan,Ireland,4,Harry Tector,0,6,0,0,0.0,out,T20I # 2697,3.67,40.74,0.0,9.0,4,3,11
Ireland Vs Pakistan,Ireland,5,Curtis Campher,7,14,1,0,50.0,out,T20I # 2697,7.67,79.31,60.87,10.0,5,3,23
Ireland Vs Pakistan,Ireland,6,George Dockrell,11,10,2,0,110.0,out,T20I # 2697,22.0,115.79,50.0,13.0,6,3,44
Ireland Vs Pakistan,Ireland,7,Gareth Delany,31,19,1,3,163.15,out,T20I # 2697,20.0,150.0,70.0,13.0,7,3,60
Ireland Vs Pakistan,Ireland,8,Mark Adair,15,19,2,0,78.94,out,T20I # 2697,17.33,115.56,50.0,15.0,8,3,52
Ireland Vs Pakistan,Ireland,9,Barry McCarthy,2,7,0,0,28.57,out,T20I # 2697,2.0,25.0,0.0,5.0,9,3,4
Ireland Vs Pakistan,Ireland,10,Josh Little,22,18,2,1,122.22,not out,T20I # 2697,36.0,116.13,61.11,16.0,10,2,36
Ireland Vs Pakistan,Ireland,11,Ben White,5,20,0,0,25.0,not out,T20I # 2697,7.0,29.17,0.0,12.0,11,2,7
Ireland Vs Pakistan,Pakistan,1,Mohammad Rizwan,17,16,2,0,106.25,out,T20I # 2697,36.67,90.91,34.55,30.0,1,4,110
Ireland Vs Pakistan,Pakistan,2,Saim Ayub,17,17,2,1,100.0,out,T20I # 2697,11.5,79.31,60.87,14.0,2,2,23
Ireland Vs Pakistan,Pakistan,3,Babar Azam,32,34,2,0,94.11,not out,T20I # 2697,40.67,101.67,40.98,30.0,2,4,122
Ireland Vs Pakistan,Pakistan,4,Fakhar Zaman,5,9,0,0,55.55,out,T20I # 2697,8.25,110.0,48.48,8.0,4,4,33
Ireland Vs Pakistan,Pakistan,5,Usman Khan,2,3,0,0,66.66,out,T20I # 2697,6.67,90.91,20.0,6.0,5,4,20
Ireland Vs Pakistan,Pakistan,6,Shadab Khan,0,2,0,0,0.0,out,T20I # 2697,14.67,129.41,50.0,11.0,6,3,44
Ireland Vs Pakistan,Pakistan,7,Imad Wasim,4,6,1,0,66.66,out,T20I # 2697,9.5,65.52,42.11,14.0,5,2,19
Ireland Vs Pakistan,Pakistan,8,Abbas Afridi,17,21,1,1,80.95,out,T20I # 2697,17.0,80.95,58.82,21.0,8,1,17
Ireland Vs Pakistan,Pakistan,9,Shaheen Shah Afridi,13,5,0,2,260.0,not out,T20I # 2697,36.0,163.64,77.78,7.0,8,3,36
Scotland Vs Australia,Scotland,1,George Munsey,35,23,2,3,152.17,out,T20I # 2689,41.33,139.33,69.35,22.0,1,4,124
Scotland Vs Australia,Scotland,2,Michael Jones,2,3,0,0,66.66,out,T20I # 2689,29.67,134.85,69.66,16.0,2,4,89
Scotland Vs Australia,Scotland,3,Brandon McMullen,60,34,2,6,176.47,out,T20I # 2689,70.0,170.73,71.43,27.0,3,3,140
Scotland Vs Australia,Scotland,4,Richie Berrington,42,31,1,2,135.48,not out,T20I # 2689,102.0,139.73,45.1,24.0,4,3,102
Scotland Vs Australia,Scotland,5,Matthew Cross,18,11,1,1,163.63,out,T20I # 2689,18.0,150.0,61.11,8.0,5,3,36
Scotland Vs Australia,Scotland,6,Michael Leask,5,8,0,0,62.5,out,T20I # 2689,20.0,160.0,60.0,12.0,6,2,40
Scotland Vs Australia,Scotland,7,Chris Greaves,9,10,0,0,90.0,not out,T20I # 2689,13.0,100.0,0.0,6.0,7,2,13
Scotland Vs Australia,Australia,1,Travis Head,68,49,5,4,138.77,out,T20I # 2689,42.5,158.39,76.08,23.0,2,7,255
Scotland Vs Australia,Australia,2,David Warner,1,4,0,0,25.0,out,T20I # 2689,29.67,139.06,68.54,18.0,1,7,178
Scotland Vs Australia,Australia,3,Mitchell Marsh,8,9,1,0,88.88,out,T20I # 2689,20.83,116.82,65.6,15.0,3,7,125
Scotland Vs Australia,Australia,4,Glenn Maxwell,11,8,0,1,137.5,out,T20I # 2689,26.4,141.94,68.18,16.0,4,6,132
Scotland Vs Australia,Australia,5,Marcus Stoinis,59,29,9,2,203.44,out,T20I # 2689,42.25,164.08,68.64,21.0,5,5,169
Scotland Vs Australia,Australia,6,Tim David,24,14,2,1,171.42,not out,T20I # 2689,15.25,148.78,62.3,8.0,6,5,61
Scotland Vs Australia,Australia,7,Matthew Wade,4,5,0,0,80.0,not out,T20I # 2689,13.5,112.5,44.44,6.0,7,4,27
England Vs Namibia,England,1,Phil Salt,11,8,2,0,137.5,out,T20I # 2688,37.6,159.32,65.96,17.0,1,7,188
England Vs Namibia,England,2,Jos Buttler,0,4,0,0,0.0,out,T20I # 2688,42.8,158.52,69.16,19.0,2,7,214
England Vs Namibia,England,3,Jonny Bairstow,31,18,3,2,172.22,out,T20I # 2688,27.5,134.15,61.82,14.0,4,6,110
England Vs Namibia,England,4,Harry Brook,47,20,4,2,235.0,not out,T20I # 2688,72.5,157.61,52.41,23.0,5,4,145
England Vs Namibia,England,5,Moeen Ali,16,6,0,2,266.66,out,T20I # 2688,14.2,139.22,53.52,10.0,3,5,71
England Vs Namibia,England,6,Liam Livingstone,13,4,0,2,325.0,out,T20I # 2688,18.0,146.94,58.33,12.0,6,4,72
England Vs Namibia,Namibia,1,Michael van Lingen,33,29,1,3,113.79,out,T20I # 2688,14.33,104.88,69.77,14.0,1,3,43
England Vs Namibia,Namibia,2,Nikolaas Davin,18,16,1,1,112.5,out,T20I # 2688,16.0,96.97,62.5,16.0,2,4,64
England Vs Namibia,Namibia,3,David Wiese,27,12,2,2,225.0,out,T20I # 2688,17.0,127.5,62.75,10.0,7,4,51
England Vs Namibia,Namibia,4,Gerhard Erasmus,1,3,0,0,33.33,not out,T20I # 2688,34.0,109.68,56.86,23.0,4,4,102
England Vs Namibia,Namibia,5,JJ Smit,0,1,0,0,0.0,not out,T20I # 2688,7.33,73.33,45.45,8.0,5,4,22
Uganda Vs New Zealand,Uganda,1,Ronak Patel,2,20,0,0,10.0,out,T20I # 2682,3.0,27.27,66.67,11.0,1,2,6
Uganda Vs New Zealand,Uganda,2,Simon Ssesazi,0,1,0,0,0.0,out,T20I # 2682,2.25,81.82,88.89,3.0,2,4,9
Uganda Vs New Zealand,Uganda,3,Robinson Obuya,0,1,0,0,0.0,out,T20I # 2682,5.25,58.33,47.62,9.0,3,4,21
Uganda Vs New Zealand,Uganda,4,Alpesh Ramjani,0,6,0,0,0.0,out,T20I # 2682,3.25,54.17,61.54,6.0,4,4,13
Uganda Vs New Zealand,Uganda,5,Kenneth Waiswa,11,18,2,0,61.11,out,T20I # 2682,9.5,43.18,42.11,15.0,5,3,19
Uganda Vs New Zealand,Uganda,6,Riazat Ali Shah,2,13,0,0,15.38,out,T20I # 2682,12.25,44.14,8.16,28.0,4,4,49
Uganda Vs New Zealand,Uganda,7,Dinesh Nakrani,4,13,0,0,30.76,out,T20I # 2682,2.5,38.46,40.0,6.0,7,4,10
Uganda Vs New Zealand,Uganda,8,Brian Masaba,3,20,0,0,15.0,not out,T20I # 2682,2.0,15.38,0.0,6.0,8,4,4
Uganda Vs New Zealand,Uganda,9,Fred Achelam,9,13,1,0,69.23,out,T20I # 2682,9.0,69.23,44.44,13.0,9,1,9
Uganda Vs New Zealand,Uganda,10,Juma Miyagi,0,1,0,0,0.0,out,T20I # 2682,13.0,70.27,0.0,12.0,7,3,26
Uganda Vs New Zealand,Uganda,11,Cosmas Kyewuta,1,6,0,0,16.66,out,T20I # 2682,2.0,28.57,0.0,5.0,10,3,4
Uganda Vs New Zealand,New Zealand,1,Finn Allen,9,17,1,0,52.94,out,T20I # 2682,8.75,81.4,62.86,11.0,1,4,35
Uganda Vs New Zealand,New Zealand,2,Devon Conway,22,15,4,0,146.66,not out,T20I # 2682,23.33,107.69,65.71,16.0,2,4,70
Uganda Vs New Zealand,New Zealand,3,Rachin Ravindra,1,1,0,0,100.0,not out,T20I # 2682,8.5,68.0,0.0,8.0,3,3,17
South Africa Vs Nepal,South Africa,1,Reeza Hendricks,43,49,5,1,87.75,out,T20I # 2681,14.12,87.6,54.87,14.0,2,9,113
South Africa Vs Nepal,South Africa,2,Quinton de Kock,10,11,1,0,90.9,out,T20I # 2681,27.0,140.46,66.67,19.0,1,9,243
South Africa Vs Nepal,South Africa,3,Aiden Markram,15,22,2,0,68.18,out,T20I # 2681,15.38,100.82,55.28,14.0,3,9,123
South Africa Vs Nepal,South Africa,4,Heinrich Klaasen,3,5,0,0,60.0,out,T20I # 2681,31.67,126.67,60.0,19.0,5,8,190
South Africa Vs Nepal,South Africa,5,David Miller,7,10,0,0,70.0,out,T20I # 2681,28.17,102.42,52.07,21.0,6,8,169
South Africa Vs Nepal,South Africa,6,Tristan Stubbs,27,18,2,1,150.0,not out,T20I # 2681,33.0,101.23,42.42,20.0,4,8,165
South Africa Vs Nepal,South Africa,7,Marco Jansen,1,4,0,0,25.0,out,T20I # 2681,8.0,96.97,31.25,6.0,7,6,32
